cluster	status	loglr	df	p	p.adjust	genes
chr22:clu_16210_+	Success	3.66020747798757	4	0.119893970294391	0.288827265236232	NCAPH2
chr22:clu_16211_+	Success	1.14680384476242	1	0.129907655339517	0.303576575931116	NCAPH2
chr22:clu_16212_+	Success	0.0091362449276744	1	0.892472900880722	0.968782317209112	NCAPH2
chr22:clu_16213_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCAPH2
chr22:clu_16214_+	Success	0.0944774511949618	1	0.663787870177268	0.822050367612556	NCAPH2
chr22:clu_16215_+	Success	0.418176832120537	1	0.360441711340127	0.572578914413818	NCAPH2
chr22:clu_16216_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHKB-DT
chr22:clu_16217_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHKB-DT
chr22:clu_16218_+	Success	0.128582310146982	1	0.612074824588774	0.784543743362686	MAPK8IP2
chr22:clu_16219_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAPK8IP2
chr22:clu_16220_+	Success	0.210337058905367	1	0.516600864134269	0.710601219836598	SHANK3
chr22:clu_16221_+	Not enough valid samples	NA	NA	NA	NA	SHANK3
chr22:clu_16222_+	Not enough valid samples	NA	NA	NA	NA	SHANK3
chr22:clu_16223_+	Not enough valid samples	NA	NA	NA	NA	RPL23AP82
chr22:clu_16224_+	Success	11.4092854822811	9	0.00661689646971617	0.037958154120662	RPL23AP82
chr22:clu_16225_+	Success	5.28902297515742	7	0.158112766705602	0.343683550258095	RPL23AP82
chr22:clu_572_-	Not enough valid samples	NA	NA	NA	NA	NA
chr22:clu_573_-	Success	16.2923105980954	7	3.16345062872037e-05	0.000497978815260228	HDHD5
chr22:clu_574_-	Success	0.763170538928193	1	0.216662415404502	0.419785788014215	HDHD5
chr22:clu_575_-	Success	5.0923613257346	1	0.00141609019455283	0.0115966403105892	HDHD5
chr22:clu_576_-	Not enough valid samples	NA	NA	NA	NA	NA
chr22:clu_577_-	Not enough valid samples	NA	NA	NA	NA	NA
chr22:clu_578_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADA2
chr22:clu_579_-	Success	13.1313785586134	1	2.97979920029614e-07	8.28104578799937e-06	ADA2
chr22:clu_580_-	Not enough valid samples	NA	NA	NA	NA	AC007666.2
chr22:clu_581_-	Success	5.70124154814403	2	0.00334181385800617	0.0225468466306778	ATP6V1E1
chr22:clu_582_-	Success	10.8434158731543	2	1.95327918161909e-05	0.000325923532511476	ATP6V1E1
chr22:clu_583_-	Success	0.372871295261746	1	0.387827508468534	0.599969348508308	BID
chr22:clu_584_-	Success	9.01833046738102	5	0.0029008074554257	0.0202859921461963	BID
chr22:clu_585_-	Success	23.6124547234858	3	3.11305922871136e-10	1.51333473478404e-08	MICAL3,AC016026.1
chr22:clu_586_-	Success	13.6027419647926	3	5.33134181171281e-06	0.000105659002807471	MICAL3
chr22:clu_587_-	Success	1.39438536913849	2	0.247985409021553	0.45535644537155	MICAL3
chr22:clu_588_-	Success	19.1362022391004	7	2.6894072537453e-06	5.74751793020258e-05	MICAL3
chr22:clu_589_-	Success	0.414275116944964	1	0.36269207923348	0.575125497642342	MICAL3
chr22:clu_590_-	Success	0.795509384915249	2	0.451351264830134	0.65773908465246	MICAL3
chr22:clu_591_-	Success	0.0956978102367714	1	0.661757584334554	0.820610189963535	MICAL3
chr22:clu_592_-	Success	-0.778067748650301	3	1	1	MICAL3
chr22:clu_593_-	Success	8.61999216890945	5	0.00406644591225976	0.0262509395349048	PI4KAP1
chr22:clu_594_-	Success	0.270556222368668	1	0.461972058638842	0.666505806670003	PI4KAP1
chr22:clu_595_-	Success	0.158439905484045	1	0.57348882561377	0.755886923563818	PI4KAP1
chr22:clu_596_-	Success	0.894871636121934	2	0.408660052463333	0.619370248668308	PI4KAP1
chr22:clu_597_-	Success	0.113394655519187	1	0.633914793387114	0.800554432423025	PI4KAP1
chr22:clu_598_-	Not enough valid samples	NA	NA	NA	NA	PRODH
chr22:clu_599_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRODH
chr22:clu_600_-	Success	9.34103128466722	2	8.77488953179103e-05	0.0011908459544056	DGCR2
chr22:clu_601_-	Success	1.12530120696556	1	0.133562398381822	0.309270337124608	DGCR2
chr22:clu_602_-	Success	1.71958794889179	2	0.179139947519745	0.372716892241061	DGCR2
chr22:clu_603_-	Success	0.599304730053518	3	0.753337839861915	0.882545322431258	ESS2
chr22:clu_604_-	Success	2.43144523687147	1	0.0274403266623911	0.10748637386112	ESS2
chr22:clu_605_-	Success	6.91076219766273	2	0.000996997597571577	0.00885368188604165	ESS2
chr22:clu_606_-	Success	12.1908886557139	1	7.90125622132062e-07	1.96072523468877e-05	SLC25A1
chr22:clu_607_-	Success	1.27021020260128	1	0.110965237350012	0.274746114027	CLTCL1
chr22:clu_608_-	Success	5.19094062131808	5	0.0651102660143678	0.194331469220391	CLTCL1
chr22:clu_609_-	Success	1.32501369883232	1	0.103548111512596	0.262955973559337	CLTCL1
chr22:clu_610_-	Success	5.34987299810018	3	0.0134653592337906	0.0638950372068328	CLTCL1
chr22:clu_611_-	Success	0.764400292879714	2	0.465613078741115	0.669704822595083	CLTCL1
chr22:clu_612_-	Success	5.45310247509769	4	0.0276386131712167	0.107972193393711	CLTCL1
chr22:clu_613_-	Success	7.70506295255109	7	0.0310871728201395	0.117041595691832	CLTCL1
chr22:clu_614_-	Success	1.96890599515427	2	0.139609506176194	0.318363817926706	HIRA,C22orf39
chr22:clu_615_-	Success	0.52956323721628	2	0.588862106573249	0.767563302128374	HIRA,C22orf39
chr22:clu_616_-	Success	0.791373689012744	2	0.453221781685022	0.659563472736979	HIRA,C22orf39
chr22:clu_617_-	Success	0.0124210664914699	1	0.874761071095164	0.958646785703748	HIRA,C22orf39
chr22:clu_618_-	Success	7.48427305562109	5	0.010497584363483	0.0530887321794042	HIRA,C22orf39
chr22:clu_619_-	Success	4.97001786593501	2	0.00694302399002268	0.0393073466139567	HIRA,C22orf39
chr22:clu_620_-	Success	4.40126442654918	1	0.00300813300322923	0.0208440353752761	HIRA,C22orf39
chr22:clu_621_-	Success	17.9329751086425	6	2.92701855939839e-06	6.17182219245064e-05	HIRA,C22orf39
chr22:clu_622_-	Success	0.213532521418983	1	0.513432612293909	0.708384914554956	UFD1
chr22:clu_623_-	Success	12.0216571656929	8	0.00225377775670787	0.0166994646985904	UFD1
chr22:clu_624_-	Success	0.484828647835457	5	0.964975806061128	1	GNB1L,RTL10
chr22:clu_625_-	Success	4.38769766112728	2	0.012429312793287	0.0603302622638649	RTL10,GNB1L
chr22:clu_626_-	Not enough valid samples	NA	NA	NA	NA	TXNRD2
chr22:clu_627_-	Success	1.48872667170281	1	0.0844320249635094	0.230103704737818	TXNRD2
chr22:clu_628_-	Success	50.4727362571502	4	6.1879445399307e-21	1.18523222753751e-18	TXNRD2
chr22:clu_629_-	Success	1.63277142297284	2	0.195387322155977	0.393616054818634	TXNRD2
chr22:clu_630_-	Success	0.963892928229825	1	0.16500088700867	0.353130160092756	TXNRD2
chr22:clu_631_-	Success	0.402518967083779	3	0.848261650349018	0.941999215723999	TXNRD2
chr22:clu_632_-	Success	6.27173600336027	2	0.00188894651769373	0.0145564276053229	TXNRD2
chr22:clu_633_-	Success	1.93032660572317	1	0.0494310800535098	0.160931496964032	TXNRD2
chr22:clu_634_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARVCF
chr22:clu_635_-	Not enough valid samples	NA	NA	NA	NA	ARVCF
chr22:clu_636_-	Success	1.01283548711137	1	0.154660599780501	0.339140676430274	TRMT2A
chr22:clu_637_-	Success	0.136023895143126	1	0.601961393604248	0.777255039648774	TRMT2A
chr22:clu_638_-	Success	0.117957340229623	2	0.888733964992818	0.966866966756233	TRMT2A
chr22:clu_639_-	Success	0.504431836897425	1	0.315175221564265	0.527137767956923	TRMT2A
chr22:clu_640_-	Success	0.0417191734190965	1	0.772690836637636	0.894328250296175	TRMT2A
chr22:clu_641_-	Success	-2.89599401311716	6	1	1	TRMT2A
chr22:clu_642_-	Not enough valid samples	NA	NA	NA	NA	CCDC188
chr22:clu_643_-	Success	6.27961502430844	3	0.00569356525202213	0.033832448767682	DGCR6L
chr22:clu_644_-	Success	0.804606093209259	1	0.20460257976833	0.404613460219447	DGCR6L
chr22:clu_645_-	Success	12.7242267160509	7	0.000631660912334382	0.0061256991969016	SCARF2,AC007731.4
chr22:clu_646_-	Success	2.30921879389643	5	0.464194941190546	0.668570301837189	SCARF2,AC007731.4,KLHL22
chr22:clu_647_-	Success	1.10484778303999	2	0.331261301992873	0.543610469261544	SCARF2
chr22:clu_648_-	Success	0.568427630207793	2	0.566415353270119	0.750111465728083	KLHL22
chr22:clu_649_-	Success	13.9497531642992	14	0.0146711857488762	0.0679732355952061	KLHL22
chr22:clu_650_-	Not enough valid samples	NA	NA	NA	NA	NA
chr22:clu_651_-	Success	0.0252824961717124	4	0.999685733859431	1	PI4KA
chr22:clu_652_-	Success	0.425798100480961	2	0.653248219308549	0.814446932494177	PI4KA
chr22:clu_653_-	Success	17.462911044835	2	2.60587809525214e-08	9.13644383030215e-07	PI4KA,PI4KAP2
chr22:clu_654_-	Success	3.32847435119402	3	0.0836741452273346	0.228759391742457	PI4KAP2
chr22:clu_655_-	Success	1.47809733554698	2	0.22807121882236	0.432549651403914	PI4KA
chr22:clu_656_-	Success	4.02605394782222	2	0.0178446069542451	0.0789947789621139	PI4KA
chr22:clu_657_-	Success	0.742240222842156	3	0.685856839747109	0.837315473951024	PI4KA
chr22:clu_658_-	Success	0.687955781023788	1	0.240798786485272	0.44698414480643	PI4KA
chr22:clu_659_-	Success	1.11549121556811	1	0.135267814324486	0.31175240123909	PI4KA
chr22:clu_660_-	Success	3.60012177772114	2	0.0273203952292344	0.107160942022995	PI4KA
chr22:clu_661_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PI4KA
chr22:clu_662_-	Success	0.00914352451155764	1	0.89243033203574	0.968782317209112	PI4KA
chr22:clu_663_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THAP7
chr22:clu_664_-	Success	7.62096082709286	5	0.00937714591481175	0.0487775401730839	THAP7
chr22:clu_665_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TUBA3FP,AC002472.3,AC002472.2
chr22:clu_666_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TUBA3FP,AC002472.3
chr22:clu_667_-	Not enough valid samples	NA	NA	NA	NA	SLC7A4
chr22:clu_668_-	Not enough valid samples	NA	NA	NA	NA	P2RX6P
chr22:clu_669_-	Success	7.30454238840048	4	0.00558461520046361	0.0333959780178032	PI4KAP2
chr22:clu_670_-	Success	0.170519539547968	3	0.952134049621169	1	PI4KAP2
chr22:clu_671_-	Success	1.29017493058518	1	0.108197745244527	0.270391568653706	PI4KAP2
chr22:clu_672_-	Success	0.0400918248369635	1	0.777048688624443	0.897406087411274	PI4KAP2
chr22:clu_673_-	Not enough valid samples	NA	NA	NA	NA	YDJC
chr22:clu_674_-	Not enough valid samples	NA	NA	NA	NA	YDJC
chr22:clu_675_-	Success	0.171988483123187	1	0.557542587688252	0.742814823438939	MAPK1
chr22:clu_676_-	Success	0.00500312418881776	1	0.920319526263746	0.985105893758035	MAPK1
chr22:clu_677_-	Success	0.429566231832951	1	0.353981579353615	0.566480327135485	PPM1F
chr22:clu_678_-	Success	1.54144758813345	7	0.877229275057082	0.960177832936886	PPM1F
chr22:clu_679_-	Success	0.174660775312134	1	0.554497435257466	0.740390556403821	TOP3B
chr22:clu_680_-	Not enough valid samples	NA	NA	NA	NA	TOP3B
chr22:clu_681_-	Success	0.000139939851749205	1	0.986652328610852	1	TOP3B
chr22:clu_682_-	Success	4.10833559481034	6	0.222655365169615	0.426443842471517	TOP3B
chr22:clu_683_-	Success	6.36482439835072	6	0.0475357750128374	0.156805258193425	TOP3B
chr22:clu_684_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr22:clu_685_-	Not enough valid samples	NA	NA	NA	NA	DRICH1
chr22:clu_686_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AP000346.1
chr22:clu_687_-	Success	25.913189127743	26	0.00189070534966169	0.0145564276053229	GUSBP11,AP000346.2,AP000347.1,ASLP1
chr22:clu_688_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GUSBP11,AP000347.1
chr22:clu_689_-	Not enough valid samples	NA	NA	NA	NA	GUSBP11,AP000347.1
chr22:clu_690_-	Success	0.00586865011257487	1	0.913726928795407	0.982012560075587	GUSBP11,AP000347.1
chr22:clu_691_-	Not enough valid samples	NA	NA	NA	NA	ZNF70
chr22:clu_692_-	Not enough valid samples	NA	NA	NA	NA	CHCHD10,VPREB3
chr22:clu_693_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CHCHD10
chr22:clu_694_-	Not enough valid samples	NA	NA	NA	NA	MIF-AS1
chr22:clu_695_-	Success	11.5564681928809	9	0.00594759928531953	0.0350231697974072	DDT,AC253536.7
chr22:clu_696_-	Not enough valid samples	NA	NA	NA	NA	GSTT2B
chr22:clu_697_-	Success	0.0540174111386023	1	0.742392651296109	0.875204132864359	GSTT2B
chr22:clu_698_-	Success	7.15616170623161	2	0.000780042848175096	0.00727229104767613	GSTT2B
chr22:clu_699_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDT,AC253536.7,AC253536.1
chr22:clu_700_-	Success	17.0109695432984	5	2.35717852831925e-06	5.15020967113031e-05	GGT5
chr22:clu_701_-	Success	4.53652799697011	9	0.430558011195462	0.639469708135267	GGT5
chr22:clu_702_-	Success	6.11955243494594	8	0.140850211660102	0.320370882483942	GGT5
chr22:clu_703_-	Success	0.125422352320129	1	0.616480922035087	0.787357766146389	GUCD1
chr22:clu_704_-	Success	1.55933844967512	5	0.681695210215479	0.834314051535553	GUCD1
chr22:clu_705_-	Success	4.55479874479352	3	0.0278686652249881	0.10851308515541	GUCD1
chr22:clu_706_-	Success	0.657149940858176	2	0.518326492507787	0.711781915266583	LRRC75B
chr22:clu_707_-	Success	4.01250206129862	4	0.0906665437154857	0.241176776201849	LRRC75B
chr22:clu_708_-	Not enough valid samples	NA	NA	NA	NA	LRRC75B
chr22:clu_709_-	Not enough valid samples	NA	NA	NA	NA	LRP5L
chr22:clu_710_-	Success	3.53546022848786	4	0.132187532168024	0.30699793737447	HPS4
chr22:clu_711_-	Success	0.0359207583489365	1	0.788674164982888	0.904274541376589	HPS4
chr22:clu_712_-	Success	4.93080417970668	4	0.0428245234020539	0.14614616772234	HPS4
chr22:clu_713_-	Success	1.06937567363457	2	0.343222733543128	0.555522989382162	HPS4
chr22:clu_714_-	Success	-0.0187945315374236	4	1	1	HPS4
chr22:clu_715_-	Success	4.3246206266067	6	0.194286527205812	0.392289050986763	HPS4
chr22:clu_716_-	Success	0.181230088142911	5	0.996300810483023	1	TFIP11
chr22:clu_717_-	Success	0.246701314227948	1	0.482413383344053	0.682725285064429	TFIP11
chr22:clu_718_-	Success	0.983713732171509	2	0.373919878857448	0.586468746863991	TPST2
chr22:clu_719_-	Success	0.401347571049882	2	0.66941735050723	0.825723152501727	TPST2
chr22:clu_720_-	Success	2.45272982402821	7	0.671499343142687	0.82695193228248	TPST2
chr22:clu_721_-	Not enough valid samples	NA	NA	NA	NA	LINC01638
chr22:clu_722_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LINC01638
chr22:clu_723_-	Success	3.62187285822665	1	0.00711483976584097	0.0400320808425603	MN1
chr22:clu_724_-	Success	6.39036931684677	3	0.00513558085363502	0.0314215426100274	PITPNB
chr22:clu_725_-	Success	0.261650130272756	1	0.469437270002196	0.672244213975148	PITPNB
chr22:clu_726_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PITPNB
chr22:clu_727_-	Success	8.33568852336612	2	0.000239804026756546	0.00277820043602378	TTC28
chr22:clu_728_-	Success	1.06867067304279	1	0.143750830745765	0.324476594669734	TTC28
chr22:clu_729_-	Success	0.198666444704713	1	0.528469888215493	0.719832837026328	CHEK2
chr22:clu_730_-	Success	5.29283462922649	2	0.00502748897516197	0.0308961171658993	CHEK2
chr22:clu_731_-	Success	9.46086771124828	2	7.78390199101389e-05	0.00107831820262694	CHEK2
chr22:clu_732_-	Success	0.111986341759689	1	0.63602946262727	0.801918581831237	CHEK2
chr22:clu_733_-	Success	15.6004507328307	5	8.54936267074688e-06	0.000159829610607353	CHEK2
chr22:clu_734_-	Success	1.02400302989994	1	0.152405677241593	0.336206923994955	CHEK2
chr22:clu_735_-	Success	7.72707764675124	7	0.030598988558276	0.115762252751458	CHEK2
chr22:clu_736_-	Success	0.633292771732613	1	0.260408208250467	0.470008380454779	XBP1
chr22:clu_737_-	Success	2.40369528295923	1	0.0283379245890825	0.10972584358201	XBP1
chr22:clu_738_-	Success	27.1732520020105	9	1.62205344351238e-08	5.92967125687205e-07	RHBDD3
chr22:clu_739_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RHBDD3
chr22:clu_740_-	Success	0.2482809559815	1	0.481014696175596	0.681710991872786	RHBDD3
chr22:clu_741_-	Success	28.3207958857674	2	5.01689051847988e-13	3.82995887863045e-11	AP1B1
chr22:clu_742_-	Success	0.12086717788975	2	0.886151652309067	0.965426711219093	AP1B1
chr22:clu_743_-	Success	0.521101828177962	1	0.307309513044376	0.51903001181427	AP1B1
chr22:clu_744_-	Success	34.8284315266919	2	7.48521664404414e-16	8.2847621035654e-14	AP1B1
chr22:clu_745_-	Success	0.222352962225102	1	0.504859807805981	0.701518274208945	AP1B1
chr22:clu_746_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AP1B1
chr22:clu_747_-	Success	8.55721976046334	5	0.00428779592574635	0.0273759936680336	AP1B1,AC000041.1
chr22:clu_748_-	Success	0.17280164890326	1	0.556612611348881	0.742038564244215	AP1B1
chr22:clu_749_-	Success	0.164331799652416	1	0.566447070830707	0.750111465728083	THOC5
chr22:clu_750_-	Success	3.53247126123927	1	0.00786068353702227	0.0429329520470362	THOC5
chr22:clu_751_-	Success	1.36740058970645	3	0.434345558396481	0.642499601203674	THOC5
chr22:clu_752_-	Success	24.6267042609707	2	2.01724306917939e-11	1.21976472691571e-09	THOC5
chr22:clu_753_-	Success	7.15543058048206	6	0.026350013196529	0.104585912906983	THOC5
chr22:clu_754_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NIPSNAP1
chr22:clu_755_-	Success	5.7358187863025	2	0.00322823804883082	0.0219752395122263	NIPSNAP1
chr22:clu_756_-	Success	3.33637146867318	2	0.0355657754009742	0.128809155089557	ZMAT5
chr22:clu_757_-	Success	8.73249729114104	7	0.0146317386071678	0.067829771424272	ZMAT5
chr22:clu_758_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ASCC2
chr22:clu_759_-	Success	0.417134049366723	1	0.361041260129092	0.573246638923323	ASCC2
chr22:clu_760_-	Success	6.70992751623226	1	0.000248974939451138	0.00286782909190621	ASCC2
chr22:clu_761_-	Success	1.04156574359627	1	0.148934360810845	0.331420592189176	ASCC2
chr22:clu_762_-	Success	1.52333577632226	2	0.217983528514134	0.421408156162327	ASCC2
chr22:clu_763_-	Success	0.380369191836508	2	0.683608979763085	0.835609293135539	ASCC2
chr22:clu_764_-	Success	1.60975414093082	2	0.199936764299649	0.398632284871939	ASCC2
chr22:clu_765_-	Success	17.3740829937742	20	0.0214872825060542	0.0906029139890793	ASCC2
chr22:clu_766_-	Not enough valid samples	NA	NA	NA	NA	LIF
chr22:clu_767_-	Success	1.35739216844581	1	0.0994224069392587	0.256015499176145	CASTOR1,AC004997.1
chr22:clu_768_-	Success	0.0224525489179541	1	0.832178629988435	0.932164793298783	CASTOR1,AC004997.1
chr22:clu_769_-	Success	13.5401941936907	2	1.31694724402855e-06	3.09062300034784e-05	CASTOR1,AC004997.1
chr22:clu_770_-	Success	0.00616723072835157	1	0.911568275679488	0.980668393572493	CASTOR1,AC004997.1
chr22:clu_771_-	Success	40.9762978830695	12	1.74839808227389e-12	1.22376388310054e-10	CASTOR1,AC004997.1,TBC1D10A
chr22:clu_772_-	Success	0.820852724412362	1	0.200091634292517	0.398814832345733	AC004997.1,TBC1D10A
chr22:clu_773_-	Success	4.91519937903649	5	0.0801859526294302	0.222590303458959	AC004997.1,TBC1D10A
chr22:clu_774_-	Success	11.4869002005337	1	1.64224329031414e-06	3.75217400909132e-05	SF3A1
chr22:clu_775_-	Success	2.59331787016845	1	0.0227612370114966	0.0943454306449061	SF3A1
chr22:clu_776_-	Success	0.0687767035087745	1	0.710725473586848	0.854211156670268	SF3A1
chr22:clu_777_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF215
chr22:clu_778_-	Not enough valid samples	NA	NA	NA	NA	NA
chr22:clu_779_-	Success	0.130892416384995	1	0.608896593979938	0.782388340629721	PES1
chr22:clu_780_-	Success	4.20383965980636	2	0.0149381093053445	0.0690299483314148	PES1
chr22:clu_781_-	Success	0.00206757632338395	1	0.948727250792924	1	PES1
chr22:clu_782_-	Success	1.02699772595724	1	0.151807346684557	0.335366530142915	PES1
chr22:clu_783_-	Success	1.17283790836655	2	0.309487396949555	0.521332000959789	PES1
chr22:clu_784_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PES1
chr22:clu_785_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DUSP18
chr22:clu_786_-	Success	0.0983474594102063	4	0.995469574646376	1	DUSP18
chr22:clu_787_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr22:clu_788_-	Success	0.200897128774159	1	0.526164079437587	0.717990290899283	MORC2
chr22:clu_789_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MORC2
chr22:clu_790_-	Success	1.23608779445436	1	0.115877432731381	0.282466216415422	MORC2
chr22:clu_791_-	Success	1.80928553089325	2	0.163771104407536	0.351524515852998	MORC2
chr22:clu_792_-	Success	1.56565862630623	2	0.208950347647534	0.409967169858411	MORC2
chr22:clu_793_-	Success	2.1567611362625	7	0.743040161321011	0.875695772745829	MORC2
chr22:clu_794_-	Success	3.15894716003095	2	0.0424704321185649	0.145393437030636	SELENOM
chr22:clu_795_-	Success	1.99815534216759	2	0.135585160925398	0.312371257744216	PIK3IP1
chr22:clu_796_-	Not enough valid samples	NA	NA	NA	NA	PIK3IP1
chr22:clu_797_-	Success	2.59269119695091	3	0.158715064623133	0.344464840562213	PATZ1
chr22:clu_798_-	Success	0.0764376511206137	1	0.695802621585187	0.844077611371563	PATZ1
chr22:clu_799_-	Success	2.60050686262844	1	0.0225737198012916	0.0937625730793292	EIF4ENIF1
chr22:clu_800_-	Success	0.628136646101495	1	0.262357686112191	0.47231175741055	EIF4ENIF1
chr22:clu_801_-	Success	0.00192001564829525	1	0.950588326407752	1	EIF4ENIF1
chr22:clu_802_-	Success	2.94172548084362	4	0.208022940582426	0.408874776748345	EIF4ENIF1
chr22:clu_803_-	Success	3.01144536225911	3	0.110501837137677	0.27395291724482	PISD
chr22:clu_804_-	Success	29.5847488189029	26	0.000216635123176336	0.00254948774284086	PISD
chr22:clu_805_-	Success	4.17038414380477	2	0.015446325373885	0.0708462302458357	PISD
chr22:clu_806_-	Success	0.751264257700313	4	0.826193478331027	0.928703653030638	PRR14L
chr22:clu_807_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRR14L
chr22:clu_808_-	Success	8.29909461140232	8	0.0345759323939573	0.126239053702262	PRR14L
chr22:clu_809_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RFPL3S,AL021937.6
chr22:clu_810_-	Success	2.90848441770919	1	0.0158722754088582	0.072322859473383	LARGE1
chr22:clu_811_-	Success	0.495735046170495	1	0.319383336343977	0.531610458939063	LARGE1
chr22:clu_812_-	Success	1.41698189467724	1	0.0922903155748915	0.243813208151144	LARGE1
chr22:clu_813_-	Success	6.45486921711517	5	0.0242394596977327	0.0985585200901912	LARGE1
chr22:clu_814_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr22:clu_815_-	Not enough valid samples	NA	NA	NA	NA	MB
chr22:clu_816_-	Success	2.03948333239532	7	0.770638405892964	0.89314553109291	RBFOX2
chr22:clu_817_-	Success	0.0919068449675251	1	0.668116095404003	0.825008861322107	RBFOX2
chr22:clu_818_-	Success	0.264824557007614	2	0.767340562691579	0.89111685226603	RBFOX2
chr22:clu_819_-	Success	2.21855014949324	2	0.108766690003399	0.271379592162814	RBFOX2
chr22:clu_820_-	Success	1.44020720632852	1	0.0896629435580696	0.239443026848553	RBFOX2
chr22:clu_821_-	Success	0.572692848658335	1	0.284517172126939	0.496040267336589	RBFOX2
chr22:clu_822_-	Success	32.9502662944251	6	2.82432175313941e-12	1.92216127484405e-10	RBFOX2
chr22:clu_823_-	Success	0.753969149289844	1	0.21945395343914	0.423050298840341	RBFOX2
chr22:clu_824_-	Success	14.0150393891236	15	0.0213815094860039	0.0902878341820206	APOL3
chr22:clu_825_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APOL3
chr22:clu_826_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APOL4
chr22:clu_827_-	Success	0.153581334990577	1	0.579426525842137	0.760467597329413	APOL2
chr22:clu_828_-	Success	35.9467519819555	6	1.67095417636018e-13	1.38110623357191e-11	APOL2
chr22:clu_829_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APOL2
chr22:clu_830_-	Success	0.695323055981589	1	0.238296017104834	0.444356056415982	MYH9
chr22:clu_831_-	Not enough valid samples	NA	NA	NA	NA	NA
chr22:clu_832_-	Success	1.06425384420027	2	0.344985171442611	0.557184583637203	MYH9
chr22:clu_833_-	Success	0.1804391958417	2	0.834903444754815	0.933373061090875	MYH9
chr22:clu_834_-	Success	0.0341119187792174	1	0.793940643529668	0.907631054984231	MYH9
chr22:clu_835_-	Success	5.2867981249874	3	0.0142698727464279	0.0667715651755397	TXN2
chr22:clu_836_-	Success	9.0033733186865	3	0.000438442660555409	0.00454013123444023	TXN2
chr22:clu_837_-	Success	0.613715427502029	2	0.541335833988706	0.730245761524148	FOXRED2
chr22:clu_838_-	Success	6.53393236356123	2	0.00145327977423171	0.0118345366950992	FOXRED2
chr22:clu_839_-	Success	0.127263764640361	1	0.613904993843965	0.785762035856384	EIF3D
chr22:clu_840_-	Success	4.03612987507768	3	0.0445416833273701	0.150084780848266	EIF3D
chr22:clu_841_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IFT27
chr22:clu_842_-	Not enough valid samples	NA	NA	NA	NA	IFT27
chr22:clu_843_-	Success	5.68254368387829	1	0.000748375568176769	0.00703653418555859	TST
chr22:clu_844_-	Success	31.5521665635933	3	1.27574358905042e-13	1.08241936824816e-11	TST
chr22:clu_845_-	Success	0.777229454122448	1	0.212478390577063	0.414516428687002	C1QTNF6
chr22:clu_846_-	Success	2.11295595190131	4	0.376294495190563	0.588525915199518	C1QTNF6
chr22:clu_847_-	Success	12.8077786079084	15	0.0422630449273984	0.145034654875302	C1QTNF6
chr22:clu_848_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SSTR3
chr22:clu_849_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAC2
chr22:clu_850_-	Success	2.94585474346331	2	0.0525571177591899	0.167780797231839	RAC2
chr22:clu_851_-	Success	2.2434215647545	3	0.213466856759019	0.415793712528969	RAC2
chr22:clu_852_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CARD10
