cluster_id	annotation	chr	start	end	strand	deltapsi	p.adjust	transcript_ids	min_intron_number	mode_intron_number	gene	biotype	genes_in_cluster	is_first_intron	condition	conditions	num_introns
clu_20306_-	gencode	chr17	67992103	67992901	-	-0.120509427532303	0.00109612357947466	ENST00000334461.7,ENST00000536693.1	1	1	C17orf58	protein_coding,retained_intron	C17orf58	TRUE	white	beige&white	2
clu_20470_-	gencode	chr17	78709732	78736692	-	-0.111574847677124	0.00123600613394249	ENST00000591095.1,ENST00000589768.5	1	1	CYTH1	retained_intron,protein_coding	CYTH1	TRUE	white	white	1
clu_20538_-	gencode	chr17	81909602	81911267	-	0.105600333166312	1.70153090563868e-08	ENST00000538936.6,ENST00000538721.6,ENST00000572473.1,ENST00000571105.5,ENST00000573636.6,ENST00000576343.5,ENST00000570388.5,ENST00000571581.5	1	1	PCYT2	protein_coding,retained_intron	PCYT2,SIRT7	TRUE	beige	beige&white	2
clu_20538_-	gencode	chr17	81912614	81913774	-	-0.103586078462077	1.70153090563868e-08	ENST00000571832.5,ENST00000328666.11,ENST00000572976.5	5	5	SIRT7	retained_intron,protein_coding	PCYT2,SIRT7	FALSE	white	beige&white	2
clu_20571_-	cryptic	chr17	82101866	82104194	-	0.168114499511141	0.000240661590268231	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_20571_-	gencode	chr17	82101866	82127692	-	-0.123633191751521	0.000240661590268231	ENST00000665763.1,ENST00000389641.9,ENST00000392347.5	16	16	CCDC57	protein_coding	CCDC57	FALSE	white	beige&white	2
clu_208_-	gencode	chrX	52956346	52958405	-	0.12961659993745	1.70284925832016e-05	ENST00000619518.4	1	1	FAM156A	protein_coding	FAM156A	TRUE	beige	beige	1
clu_20811_-	gencode	chr20	35008747	35010187	-	-0.112248098569777	1.6619825452844e-14	ENST00000451813.6,ENST00000252015.3	12	12	TRPC4AP	protein_coding	TRPC4AP	FALSE	white	beige&white	2
clu_20811_-	cryptic	chr20	35008747	35008944	-	0.105144140116966	1.6619825452844e-14	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_20817_-	cryptic	chr20	35269023	35272005	-	0.149905496605954	0.00547703964690503	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige	1
clu_20890_-	cryptic	chr20	43389271	43398684	-	0.147414221222066	0.001539995313846	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_20890_-	cryptic	chr20	43397168	43398684	-	-0.11261016341336	0.001539995313846	Unknown	NA	NA	NA	Unknown	NA	NA	white	beige&white	2
clu_20900_-	gencode	chr20	44716793	44738820	-	0.225132653278223	1.62779473329294e-09	ENST00000427598.5	1	1	KCNK15-AS1	lncRNA	AL139352.1,KCNK15-AS1	TRUE	beige	beige&white	2
clu_20900_-	gencode	chr20	44695507	44696003	-	-0.261062269047166	1.62779473329294e-09	ENST00000419931.1,ENST00000415889.2	1	1	KCNK15-AS1,AL139352.1	lncRNA	AL139352.1,KCNK15-AS1	TRUE	white	beige&white	2
clu_20904_-	cryptic	chr20	45775602	45780703	-	-0.157760930015117	1.37673323004817e-05	Unknown	NA	NA	NA	Unknown	NA	NA	white	white	1
clu_21093_-	gencode	chr18	5489194	5543913	-	-0.426963478033471	4.23038408484081e-13	ENST00000540638.6,ENST00000341928.6,ENST00000400111.8,ENST00000342933.7	1	1	EPB41L3	protein_coding	EPB41L3	TRUE	white	beige&white	2
clu_21093_-	gencode	chr18	5489161	5630377	-	0.375633294336316	4.23038408484081e-13	ENST00000637651.1,ENST00000578431.1	1	1	EPB41L3	nonsense_mediated_decay,lncRNA	EPB41L3	TRUE	beige	beige&white	2
clu_21176_-	gencode	chr18	31666372	31684312	-	-0.190489940695645	1.43684787015086e-09	ENST00000306851.9,ENST00000383131.3	1	1	B4GALT6	protein_coding	B4GALT6	TRUE	white	white	1
clu_21316_-	gencode	chr18	77105286	77133516	-	0.183799825943755	1.73851915898723e-08	ENST00000497479.1,ENST00000490754.5	1	1	MBP	lncRNA	MBP	TRUE	beige	beige&white	2
clu_21316_-	fantom_cat	chr18	77105286	77105621	-	-0.222079581184666	1.73851915898723e-08	FTMT26900004072.1	1	1	ENSG00000197971.10	NA	MBP	TRUE	white	beige&white	2
clu_2136_-	gencode	chr11	129123530	129124803	-	0.118981928145145	6.81982189663315e-05	ENST00000310343.13,ENST00000524655.5	2	2	ARHGAP32	protein_coding	ARHGAP32	FALSE	beige	beige	1
clu_21466_+	gencode	chr8	22533018	22540615	+	-0.151134878261866	1.03459466343456e-13	ENST00000289963.12	12	12	PPP3CC	protein_coding	PPP3CC	FALSE	white	white	1
clu_21499_+	gencode	chr8	23566336	23568322	+	0.135012081722479	0.0021630625244796	ENST00000519973.6,ENST00000523930.1	2	2	SLC25A37	protein_coding	SLC25A37	FALSE	beige	beige	1
clu_2162_-	gencode	chr11	134252916	134253227	-	0.102630539141023	1.062461594028e-05	ENST00000531135.5,ENST00000352327.5,ENST00000525677.1,ENST00000392595.6	1	1	THYN1	retained_intron,protein_coding,lncRNA	THYN1	TRUE	beige	beige&white	2
clu_2162_-	gencode	chr11	134252916	134253299	-	-0.102630539141023	1.062461594028e-05	ENST00000392594.7	1	1	THYN1	protein_coding	THYN1	TRUE	white	beige&white	2
clu_21708_+	gencode	chr8	66452105	66454059	+	0.109973613490422	0.00360444128788646	ENST00000415254.5,ENST00000496501.5,ENST00000396623.8,ENST00000276576.11	6	6	ADHFE1	protein_coding,lncRNA,nonsense_mediated_decay	AC009879.3,ADHFE1	FALSE	beige	beige&white	2
clu_21708_+	gencode	chr8	66452105	66453710	+	-0.102449429387387	0.00360444128788646	ENST00000648156.1,ENST00000419955.5,ENST00000422166.5,ENST00000424777.6,ENST00000426810.5,ENST00000396621.7	7	7	AC009879.3,ADHFE1	nonsense_mediated_decay	AC009879.3,ADHFE1	FALSE	white	beige&white	2
clu_21865_+	gencode	chr8	106519139	106679210	+	-0.173775738117645	2.88503583611684e-06	ENST00000442977.6,ENST00000517566.6,ENST00000531443.5	2	2	OXR1	protein_coding	OXR1	FALSE	white	beige&white	2
clu_21865_+	gencode	chr8	106658185	106679210	+	0.131411255023032	2.88503583611684e-06	ENST00000312046.10	1	1	OXR1	protein_coding	OXR1	TRUE	beige	beige&white	2
clu_22147_+	gencode	chr5	32098634	32101105	+	-0.112102453760384	8.63129142798596e-06	ENST00000438447.2	23	23	PDZD2	protein_coding	PDZD2	FALSE	white	white	1
clu_22237_+	gencode	chr5	43603294	43609143	+	0.114718181517626	1.37503009076644e-10	ENST00000658729.1,ENST00000660676.1,ENST00000654931.1,ENST00000654405.1,ENST00000657973.1,ENST00000657172.1,ENST00000344920.9,ENST00000660752.1	1	1	NNT	nonsense_mediated_decay,protein_coding	NNT	TRUE	beige	beige	1
clu_22299_+	gencode	chr5	65652545	65658368	+	0.10500378394333	2.0325961064425e-14	ENST00000504751.5,ENST00000505553.5,ENST00000231526.8,ENST00000512009.5	6	7	TRAPPC13	nonsense_mediated_decay,protein_coding,retained_intron	TRAPPC13	FALSE	beige	beige	1
clu_2234_-	gencode	chr15	32407217	32410582	-	0.133524939626615	0.000409700365225828	ENST00000564495.5,ENST00000562108.1	3	3	ULK4P1,AC135983.1	retained_intron,lncRNA	AC135983.1,ULK4P1,GOLGA8K,GOLGA8O	FALSE	beige	beige&white	2
clu_2234_-	refseq	chr15	32453822	32461655	-	-0.137470410668275	0.000409700365225828	rna-XM_024450042.2	1	1	GOLGA8O	NA	AC135983.1,ULK4P1,GOLGA8K,GOLGA8O	TRUE	white	beige&white	2
clu_22502_+	gencode	chr5	96702915	96722639	+	0.145148892786304	6.51724427126235e-08	ENST00000510156.5,ENST00000509903.5,ENST00000508197.1,ENST00000511782.5,ENST00000395813.5,ENST00000508117.6,ENST00000511049.5,ENST00000504465.5,ENST00000309190.9	1	1	CAST	protein_coding,nonsense_mediated_decay	CAST	TRUE	beige	beige&white	2
clu_22502_+	gencode	chr5	96695907	96722639	+	-0.145148892786304	6.51724427126235e-08	ENST00000421689.6,ENST00000507487.5,ENST00000341926.7,ENST00000511097.6,ENST00000514055.5,ENST00000512620.5,ENST00000395812.6,ENST00000508830.5,ENST00000514845.5,ENST00000338252.7,ENST00000510756.5,ENST00000506811.5,ENST00000505143.5,ENST00000508608.5	1	3	CAST	protein_coding,lncRNA	CAST	TRUE	white	beige&white	2
clu_22579_+	gencode	chr5	116021752	116022391	+	0.164246179090396	0.00988861682763818	ENST00000503329.5,ENST00000512314.5,ENST00000504467.5,ENST00000514509.5,ENST00000512413.1	1	14	LVRN	nonsense_mediated_decay,retained_intron	LVRN	TRUE	beige	beige&white	2
clu_22579_+	gencode	chr5	116015765	116022391	+	-0.129778873787345	0.00988861682763818	ENST00000357872.9,ENST00000515454.5,ENST00000395528.6	3	3	LVRN	protein_coding,lncRNA	LVRN	FALSE	white	beige&white	2
clu_22597_+	gencode	chr5	119356121	119392816	+	-0.234289737551747	0.000171742909927435	ENST00000503646.1,ENST00000504771.3	1	1	TNFAIP8	protein_coding	TNFAIP8	TRUE	white	beige&white	2
clu_22597_+	gencode	chr5	119268907	119392816	+	0.234289737551747	0.000171742909927435	ENST00000274456.6	1	1	TNFAIP8	protein_coding	TNFAIP8	TRUE	beige	beige&white	2
clu_22644_+	gencode	chr5	132387151	132388921	+	0.16597350993913	4.15957843613054e-08	ENST00000245407.7,ENST00000461013.5,ENST00000437841.6,ENST00000435065.6,ENST00000448810.5	2	2	SLC22A5	protein_coding,retained_intron,nonsense_mediated_decay	SLC22A5	FALSE	beige	beige&white	2
clu_22644_+	gencode	chr5	132387866	132388921	+	-0.16597350993913	4.15957843613054e-08	ENST00000479605.5	1	1	SLC22A5	lncRNA	SLC22A5	TRUE	white	beige&white	2
clu_22660_+	gencode	chr5	134526286	134535858	+	0.115766191953537	0.00440104975253406	ENST00000395003.5	1	1	JADE2	protein_coding	JADE2	TRUE	beige	beige	1
clu_22856_+	gencode	chr5	159100838	159106867	+	0.11670880807721	1.2553965844029e-06	ENST00000523301.1	1	1	LINC02202	lncRNA	LINC02202	TRUE	beige	beige	1
clu_22940_+	gencode	chr5	177600260	177604179	+	0.103960054483536	9.78986763286333e-09	ENST00000505433.5,ENST00000029410.10	1	1	B4GALT7	nonsense_mediated_decay,protein_coding	B4GALT7	TRUE	beige	beige	1
clu_22977_+	gencode	chr5	180831229	180834312	+	0.110974502440849	1.75768283253956e-14	ENST00000653411.1,ENST00000508309.2	1	1	LINC00847	lncRNA	LINC00847	TRUE	beige	beige&white	2
clu_22977_+	gencode	chr5	180831806	180834312	+	-0.147675248749946	1.75768283253956e-14	ENST00000665473.1,ENST00000662722.1,ENST00000501937.2,ENST00000659553.1,ENST00000509921.2	1	1	LINC00847	lncRNA	LINC00847	TRUE	white	beige&white	2
clu_23313_+	gencode	chr6	34696722	34697159	+	0.148397921738721	0.0496099847773479	ENST00000606971.5	1	1	AL451165.2	lncRNA	AL451165.2	TRUE	beige	beige&white	2
clu_23313_+	gencode	chr6	34696997	34697159	+	-0.148397921738721	0.0496099847773479	ENST00000667026.1,ENST00000606496.1	1	1	AL451165.2	lncRNA	AL451165.2	TRUE	white	beige&white	2
clu_23325_+	gencode	chr6	35018059	35054099	+	-0.176946500145661	3.28044404561378e-07	ENST00000360359.5,ENST00000649117.1	11	11	ANKS1A	protein_coding	ANKS1A	FALSE	white	beige&white	2
clu_23325_+	cryptic	chr6	35027219	35054099	+	0.176946500145661	3.28044404561378e-07	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_23614_+	gencode	chr6	75908627	75911672	+	0.153432263694632	3.04380243396685e-18	ENST00000369977.8,ENST00000369985.9,ENST00000664640.1,ENST00000369981.7,ENST00000615563.4	29	33	MYO6	protein_coding	MYO6	FALSE	beige	beige&white	3
clu_23614_+	gencode	chr6	75911698	75914063	+	0.124445947537451	3.04380243396685e-18	ENST00000369977.8,ENST00000664640.1,ENST00000369981.7,ENST00000369985.9,ENST00000615563.4	30	34	MYO6	protein_coding	MYO6	FALSE	beige	beige&white	3
clu_23614_+	gencode	chr6	75908627	75914063	+	-0.277878211232083	3.04380243396685e-18	ENST00000672162.1,ENST00000671923.1,ENST00000369975.6,ENST00000672093.1	4	4	MYO6	retained_intron,nonsense_mediated_decay,protein_coding	MYO6	FALSE	white	beige&white	3
clu_23618_+	refseq	chr6	79538843	79673614	+	-0.250081481601656	8.55319617991417e-09	rna-NR_171675.1	2	2	SH3BGRL2	NA	SH3BGRL2	FALSE	white	beige&white	2
clu_23618_+	gencode	chr6	79631506	79673614	+	0.341035155659275	8.55319617991417e-09	ENST00000369838.6	1	1	SH3BGRL2	protein_coding	SH3BGRL2	TRUE	beige	beige&white	2
clu_23678_+	gencode	chr6	106539529	106541586	+	-0.355667886441453	3.89358587636946e-20	ENST00000633556.1,ENST00000369066.7	7	7	CRYBG1	protein_coding	CRYBG1	FALSE	white	beige&white	2
clu_23678_+	gencode	chr6	106541295	106541586	+	0.344324699912418	3.89358587636946e-20	ENST00000457437.1	1	1	CRYBG1	protein_coding	CRYBG1	TRUE	beige	beige&white	2
clu_23820_+	gencode	chr6	135947524	136108731	+	0.125076662463144	0.00772678852094902	ENST00000308191.11	2	2	PDE7B	protein_coding	PDE7B	FALSE	beige	beige&white	2
clu_23820_+	gencode	chr6	136038528	136108731	+	-0.125076662463144	0.00772678852094902	ENST00000615259.4	1	1	PDE7B	protein_coding	PDE7B	TRUE	white	beige&white	2
clu_23974_+	gencode	chr6	163563719	163566721	+	-0.139838341161246	2.67573412886298e-15	ENST00000544361.1,ENST00000545607.5,ENST00000361752.8,ENST00000537883.5,ENST00000361195.6	3	6	QKI	protein_coding,nonsense_mediated_decay	QKI	FALSE	white	white	1
clu_24198_-	gencode	chr16	10547677	10558994	-	0.308071219791705	1.67779064963281e-11	ENST00000536829.1	1	1	EMP2	protein_coding	EMP2	TRUE	beige	beige&white	2
clu_24198_-	gencode	chr16	10547677	10580549	-	-0.320485296249286	1.67779064963281e-11	ENST00000342147.4,ENST00000359543.8	1	1	EMP2	retained_intron,protein_coding	EMP2	TRUE	white	beige&white	2
clu_24215_-	gencode	chr16	11937668	11941838	-	-0.102352833488177	4.40678685055983e-06	ENST00000538896.5	2	2	NPIPB2	protein_coding	NPIPB2	FALSE	white	white	1
clu_24293_-	gencode	chr16	18395957	18401584	-	0.118524588250196	0.00139629655390461	ENST00000532415.5,ENST00000544578.1	1	1	PKD1P5	transcribed_unprocessed_pseudogene,lncRNA	PKD1P5,AC126755.1	TRUE	beige	beige	1
clu_24326_-	gencode	chr16	20798211	20799263	-	-0.105013749168265	0.00701076754707582	ENST00000569729.5	8	8	ERI2	protein_coding	ERI2	FALSE	white	white	1
clu_24479_-	gencode	chr16	31064481	31064800	-	-0.114646864329225	1.44020712571798e-08	ENST00000442862.2,ENST00000535577.5	1	1	ZNF668	protein_coding	ZNF668	TRUE	white	beige&white	2
clu_24479_-	gencode	chr16	31064481	31073659	-	0.187979658094038	1.44020712571798e-08	ENST00000414399.1,ENST00000300849.5	1	1	ZNF668	protein_coding	ZNF668	TRUE	beige	beige&white	2
clu_2448_-	gencode	chr15	49876523	49879376	-	0.105410947446983	0.0305839588782892	ENST00000558203.5,ENST00000557955.5,ENST00000284509.10,ENST00000559726.5,ENST00000558906.5,ENST00000560479.3,ENST00000559829.5	1	24	ATP8B4	retained_intron,nonsense_mediated_decay,protein_coding,lncRNA	ATP8B4	TRUE	beige	beige	1
clu_24510_-	gencode	chr16	48362430	48385204	-	-0.262077482895704	5.29137196181212e-20	ENST00000394725.3	1	1	SIAH1	protein_coding	SIAH1	TRUE	white	beige&white	2
clu_24510_-	gencode	chr16	48362430	48365387	-	0.327442574637322	5.29137196181212e-20	ENST00000356721.3	1	1	SIAH1	protein_coding	SIAH1	TRUE	beige	beige&white	2
clu_24604_-	cryptic	chr16	66623502	66623779	-	0.169759398365697	0.000122886166707293	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_24604_-	gencode	chr16	66623502	66636405	-	-0.169759398365697	0.000122886166707293	ENST00000561680.5,ENST00000394106.6,ENST00000330687.8,ENST00000563952.1	1	2	CMTM4	protein_coding	CMTM4	TRUE	white	beige&white	2
clu_24671_-	gencode	chr16	69329179	69329997	-	0.122651956873507	0.000632925886634542	ENST00000288022.2	1	1	PDF	protein_coding	PDF,COG8,AC026464.6	TRUE	beige	beige	1
clu_24742_-	gencode	chr16	71880023	71883211	-	0.10438692741495	0.0074954090027872	ENST00000565601.5,ENST00000425432.6,ENST00000562797.5,ENST00000568322.5,ENST00000564943.5,ENST00000313565.10,ENST00000446827.6,ENST00000563827.5,ENST00000565843.5,ENST00000561700.2,ENST00000562677.5,ENST00000611294.4,ENST00000564134.5,ENST00000569186.5	1	2	ZNF821	protein_coding,lncRNA,nonsense_mediated_decay,retained_intron	ZNF821	TRUE	beige	beige	1
clu_24751_-	refseq	chr16	72829856	72889731	-	0.150250450336738	0.0179103604657178	rna-XM_047434168.1,rna-XM_024450291.2	3	3	ZFHX3	NA	ZFHX3	FALSE	beige	beige&white	2
clu_24751_-	gencode	chr16	72829859	72889731	-	-0.145777955688605	0.0179103604657178	ENST00000641206.2,ENST00000397992.5,ENST00000563625.1,ENST00000268489.10	1	1	ZFHX3	protein_coding,retained_intron	ZFHX3	TRUE	white	beige&white	2
clu_24858_-	gencode	chr16	87331510	87333886	-	-0.190810365807681	2.86072217636654e-09	ENST00000618298.6,ENST00000311635.12,ENST00000565593.1	2	8	FBXO31	protein_coding,nonsense_mediated_decay	C16orf95,AC010531.1,FBXO31	FALSE	white	beige&white	2
clu_24858_-	gencode	chr16	87315823	87317087	-	0.124393808857504	2.86072217636654e-09	ENST00000618367.4	1	1	C16orf95	protein_coding	C16orf95,AC010531.1,FBXO31	TRUE	beige	beige&white	2
clu_24871_-	gencode	chr16	87762040	87765792	-	0.107992829551719	0.00744322143100047	ENST00000562155.5,ENST00000564396.5,ENST00000270583.10,ENST00000569747.5,ENST00000622456.4,ENST00000567298.5,ENST00000347925.9	1	1	KLHDC4	nonsense_mediated_decay,protein_coding	KLHDC4	TRUE	beige	beige	1
clu_24930_-	gencode	chr12	17859	18037	-	0.11235662213953	0.00829142008624952	ENST00000400706.3	4	4	WASH8P	unprocessed_pseudogene	WASH8P	FALSE	beige	beige	1
clu_24959_-	gencode	chr12	3713317	3732942	-	-0.118523536902521	0.0473168921012221	ENST00000440314.7,ENST00000252322.1	2	2	CRACR2A	protein_coding	CRACR2A	FALSE	white	beige&white	2
clu_24959_-	gencode	chr12	3733210	3753015	-	0.113414633156422	0.0473168921012221	ENST00000535507.1,ENST00000252322.1,ENST00000440314.7	1	1	CRACR2A	lncRNA,protein_coding	CRACR2A	TRUE	beige	beige&white	2
clu_2513_-	gencode	chr15	55874008	55924646	-	0.159072505175469	1.01652532738115e-08	ENST00000648451.1,ENST00000435532.7,ENST00000502612.5,ENST00000514893.5	4	4	NEDD4	nonsense_mediated_decay,protein_coding,lncRNA	NEDD4	FALSE	beige	beige&white	2
clu_2513_-	gencode	chr15	55874008	55915284	-	-0.159072505175469	1.01652532738115e-08	ENST00000508342.5,ENST00000506154.1	1	1	NEDD4	protein_coding	NEDD4	TRUE	white	beige&white	2
clu_25358_-	gencode	chr12	53161389	53170072	-	0.124574194052386	1.54485435578251e-10	ENST00000490923.5,ENST00000444623.5,ENST00000379843.7,ENST00000267085.8,ENST00000483632.5,ENST00000475890.5,ENST00000379850.7,ENST00000485004.5,ENST00000379846.5,ENST00000548698.5,ENST00000453446.6,ENST00000490589.5	1	2	CSAD	retained_intron,protein_coding,nonsense_mediated_decay	CSAD	TRUE	beige	beige	1
clu_2543_-	gencode	chr15	59664120	59668892	-	-0.105663044160068	3.37472059430038e-15	ENST00000607373.6,ENST00000267859.7,ENST00000415213.6,ENST00000612191.4	9	9	BNIP2	protein_coding	BNIP2	FALSE	white	white	1
clu_25851_-	gencode	chr12	114679651	114680879	-	-0.112233136379479	2.3792700302456e-07	ENST00000349155.7	2	2	TBX3	protein_coding	TBX3	FALSE	white	white	1
clu_25917_-	gencode	chr12	121240869	121245140	-	0.205442212714901	1.51418474715834e-17	ENST00000412367.6,ENST00000337174.7,ENST00000538733.5	14	15	CAMKK2	protein_coding	CAMKK2	FALSE	beige	beige&white	2
clu_25917_-	gencode	chr12	121244615	121245140	-	-0.10964618602723	1.51418474715834e-17	ENST00000324774.9,ENST00000347034.6,ENST00000402834.8,ENST00000404169.8,ENST00000446440.6,ENST00000392473.2,ENST00000545538.5,ENST00000652382.1,ENST00000392474.6	9	15	CAMKK2	protein_coding	CAMKK2	FALSE	white	beige&white	2
clu_25932_-	gencode	chr12	121534590	121548877	-	-0.269671152501101	2.31491561473056e-06	ENST00000543025.5,ENST00000377069.8,ENST00000538046.6,ENST00000538503.5,ENST00000377071.9,ENST00000611216.4,ENST00000536437.5,ENST00000446152.6,ENST00000539394.5	2	6	KDM2B	nonsense_mediated_decay,protein_coding,retained_intron	KDM2B	FALSE	white	white	1
clu_25945_-	gencode	chr12	122341697	122352726	-	-0.119264444931179	2.27799791805457e-11	ENST00000537178.5,ENST00000361654.8,ENST00000541410.1	2	8	CLIP1	protein_coding,retained_intron	CLIP1	FALSE	white	white	1
clu_26071_-	gencode	chr12	132933155	132945621	-	0.127188090467968	1.91491533628626e-08	ENST00000360187.9,ENST00000412621.6,ENST00000392321.3,ENST00000331711.11	2	2	ZNF605	protein_coding,retained_intron,lncRNA	CHFR,ZNF605	FALSE	beige	beige	1
clu_26413_+	gencode	chr19	13024034	13025021	+	-0.131608694206614	6.14750307255222e-09	ENST00000587760.5,ENST00000585575.5	1	1	NFIX	protein_coding	NFIX	TRUE	white	beige&white	2
clu_26413_+	gencode	chr19	12995864	13025021	+	0.13417867513759	6.14750307255222e-09	ENST00000397661.6,ENST00000592199.5	1	1	NFIX	protein_coding	NFIX	TRUE	beige	beige&white	2
clu_26694_+	gencode	chr19	35139767	35140076	+	0.206822027829363	1.20982148060686e-27	ENST00000588715.5	1	1	FXYD1	protein_coding	FXYD1,AC020907.2	TRUE	beige	beige&white	2
clu_26694_+	gencode	chr19	35138894	35140076	+	-0.196632724198987	1.20982148060686e-27	ENST00000586871.5,ENST00000351325.8,ENST00000592818.5,ENST00000592174.1	1	1	AC020907.2,FXYD1	lncRNA,protein_coding,retained_intron	FXYD1,AC020907.2	TRUE	white	beige&white	2
clu_26775_+	gencode	chr19	38320272	38326593	+	0.110248640933085	0.0303111473803534	ENST00000263372.5	1	1	KCNK6	protein_coding	KCNK6	TRUE	beige	beige	1
clu_27002_+	gencode	chr19	47256609	47258330	+	0.126148530405998	6.25703892116023e-06	ENST00000643617.1,ENST00000221922.11	1	1	CCDC9	protein_coding	CCDC9	TRUE	beige	beige	1
clu_27033_+	gencode	chr19	48474949	48477717	+	0.141636799630613	0.048044645760777	ENST00000641098.1	8	8	CYTH2	protein_coding	CYTH2	FALSE	beige	beige&white	2
clu_27033_+	gencode	chr19	48477719	48478069	+	-0.176614606498443	0.048044645760777	ENST00000641098.1	9	9	CYTH2	protein_coding	CYTH2	FALSE	white	beige&white	2
clu_27149_+	gencode	chr19	52453607	52456868	+	0.123716611852305	0.00205608545666329	ENST00000602221.5,ENST00000421239.7,ENST00000594118.5	1	1	AC010332.3,ZNF578	lncRNA,protein_coding	AC010332.3,ZNF578	TRUE	beige	beige	1
clu_27159_+	cryptic	chr19	53469639	53483750	+	0.102983462373775	1.20262828009093e-08	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_27159_+	gencode	chr19	53467789	53483750	+	-0.119202267971393	1.20262828009093e-08	ENST00000396403.9,ENST00000490956.1,ENST00000468450.5	1	1	ZNF813	protein_coding	ZNF813	TRUE	white	beige&white	2
clu_27161_+	gencode	chr19	53333792	53341235	+	-0.122715996091032	0.0311169205006495	ENST00000458035.3	1	1	ZNF845	protein_coding	ZNF845	TRUE	white	white	1
clu_27224_+	gencode	chr19	56398048	56398277	+	-0.106643927350296	0.0176398544326392	ENST00000588635.1,ENST00000587979.1,ENST00000589888.5	1	1	ZNF583,ZNF582-AS1	lncRNA	ZNF582-AS1,ZNF583	TRUE	white	white	1
clu_27282_+	gencode	chr19	58401662	58415524	+	0.121831073178901	6.28846131371874e-27	ENST00000596921.5,ENST00000594993.1	1	1	ZNF584	lncRNA	ZNF584	TRUE	beige	beige	1
clu_27418_-	gencode	chr1	3738513	3740233	-	0.103985776272681	0.000215269626903733	ENST00000636630.1,ENST00000650037.1,ENST00000423764.6,ENST00000608600.1,ENST00000648270.1,ENST00000587071.5,ENST00000648526.1,ENST00000648600.1	3	4	TP73-AS1	lncRNA	TP73-AS1	FALSE	beige	beige	1
clu_27518_-	gencode	chr1	11803129	11803405	-	-0.106410603008014	7.81691039601571e-05	ENST00000641759.1,ENST00000376585.6,ENST00000376583.7,ENST00000641721.1	1	1	MTHFR	retained_intron,protein_coding,lncRNA	MTHFR	TRUE	white	white	1
clu_27686_-	gencode	chr1	23799436	23800712	-	-0.121665757541498	1.24150003311461e-07	ENST00000481736.5,ENST00000418277.5,ENST00000466250.5,ENST00000617979.5,ENST00000459934.5	1	1	GALE	lncRNA,protein_coding	GALE	TRUE	white	beige&white	2
clu_27686_-	gencode	chr1	23799436	23800387	-	0.127722101858484	1.24150003311461e-07	ENST00000374497.7	1	1	GALE	protein_coding	GALE	TRUE	beige	beige&white	2
clu_27790_-	gencode	chr1	31733143	31735580	-	-0.114711283017219	0.00636648072420593	ENST00000398556.7,ENST00000527361.5,ENST00000398542.5	21	21	ADGRB2	protein_coding	ADGRB2	FALSE	white	white	1
clu_27829_-	gencode	chr1	33334292	33354401	-	0.163001615327354	8.40258443623809e-09	ENST00000373422.7,ENST00000257118.5,ENST00000431992.5	2	2	PHC2	protein_coding	PHC2	FALSE	beige	beige&white	2
clu_27829_-	gencode	chr1	33334292	33349597	-	-0.145967836525556	8.40258443623809e-09	ENST00000373418.7,ENST00000467894.5,ENST00000485928.5,ENST00000493483.5	1	1	PHC2	protein_coding,lncRNA	PHC2	TRUE	white	beige&white	2
clu_27982_-	gencode	chr1	45334511	45339899	-	0.111643066983869	0.00310835139212857	ENST00000448481.5,ENST00000479746.6,ENST00000492494.5,ENST00000528013.6,ENST00000485484.5,ENST00000456914.6	1	1	MUTYH	protein_coding,retained_intron	MUTYH,AL451136.1	TRUE	beige	beige	1
clu_28073_-	cryptic	chr1	53809746	53811053	-	0.134190275846663	2.34930480679409e-08	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_28073_-	gencode	chr1	53809746	53818971	-	-0.134190275846663	2.34930480679409e-08	ENST00000371429.4	6	6	NDC1	protein_coding	NDC1	FALSE	white	beige&white	2
clu_28101_-	fantom_cat	chr1	55178132	55214606	-	0.155396489659781	1.25966496286982e-08	FTMT20100018845.1,FTMT20100016253.1,MICT00000011543.1,FTMT20100018843.1	1	1	ENSG00000162402.8	NA	USP24	TRUE	beige	beige&white	2
clu_28101_-	gencode	chr1	55178132	55214790	-	-0.148816261672214	1.25966496286982e-08	ENST00000294383.7	1	1	USP24	protein_coding	USP24	TRUE	white	beige&white	2
clu_28289_-	gencode	chr1	93592393	93642304	-	0.10633445577688	1.26870482869641e-06	ENST00000370244.5,ENST00000260502.11,ENST00000479503.2,ENST00000370243.1	3	3	BCAR3	protein_coding,lncRNA	BCAR3	FALSE	beige	beige&white	2
clu_28289_-	gencode	chr1	93592393	93613847	-	-0.100446500175554	1.26870482869641e-06	ENST00000370247.7	1	1	BCAR3	protein_coding	BCAR3	TRUE	white	beige&white	2
