in_trifid	intron_coords	condition	deltapsi	p.adjust	gene	cluster_id	annotation	mean_trifid_score	mean_norm_score	median_norm_score	transcripts	transcript_names	sig
in_trifid	chr3:194628509:194633079:-	white	-0.141292469282406	0.0256602861429523	TMEM44	clu_4477_-	gencode	0.3101	0.56156	0.5825	ENST00000347147,ENST00000473092,ENST00000392432,ENST00000381975,ENST00000430601	TMEM44-202,TMEM44-211,TMEM44-204,TMEM44-203,TMEM44-207	sig_white
in_trifid	chr3:194628509:194633563:-	beige	0.141292469282405	0.0256602861429523	TMEM44	clu_4477_-	gencode	0.06035	0.1093	0.1093	ENST00000330115,ENST00000419280	TMEM44-201,TMEM44-205	sig_beige
in_trifid	chr1:14946173:14960684:+	white	-0.140565919781393	5.43454828203211e-13	KAZN	clu_13193_+	gencode	0.3995	0.7991	0.7991	ENST00000400797	KAZN-204	sig_white
in_trifid	chr7:73596479:73596639:-	beige	0.14055899954377	6.58091731650461e-05	MLXIPL	clu_35758_-	gencode	0.3104	0.40356	0.233	ENST00000313375,ENST00000414749,ENST00000429400,ENST00000354613,ENST00000434326	MLXIPL-201,MLXIPL-204,MLXIPL-205,MLXIPL-203,MLXIPL-206	sig_beige
in_trifid	chr1:149833114:149834135:+	beige	0.140300195286155	1.8532014719989e-07	HIST2H4A	clu_14246_+	gencode	0.7232	0.9811	0.9811	ENST00000614272	HIST2H4A-203	sig_beige
in_trifid	chr10:110226283:110228189:+	beige	0.140196489888668	8.83229792058822e-09	MXI1	clu_30026_+	gencode	0.323066666666667	0.3514	0.0534	ENST00000239007,ENST00000393134,ENST00000460667	MXI1-201,MXI1-205,MXI1-208	sig_beige
in_trifid	chr2:72179461:72184075:-	white	-0.140026186303893	9.35755655917632e-08	EXOC6B	clu_12026_-	gencode	0.9805	1	1	ENST00000272427	EXOC6B-201	sig_white
in_trifid	chrX:135347472:135349110:+	beige	0.139925565430573	0.0157091908779417	ZNF449	clu_15599_+	gencode	0.9719	1	1	ENST00000339249	ZNF449-201	sig_beige
in_trifid	chr11:8717892:8726073:-	white	-0.139862639226817	1.73520476658632e-12	ST5	clu_1234_-	gencode	0.243514285714286	0.266485714285714	0	ENST00000313726,ENST00000534127,ENST00000526757,ENST00000530438,ENST00000626808,ENST00000532734,ENST00000526057,ENST00000527510,ENST00000528196,ENST00000528527,ENST00000530580,ENST00000530593,ENST00000531093,ENST00000533225	ST5-201,ST5-256,ST5-213,ST5-230,ST5-261,ST5-245,ST5-205,ST5-219,ST5-224,ST5-227,ST5-232,ST5-233,ST5-239,ST5-251	sig_white
in_trifid	chr16:75243090:75265825:-	white	-0.139859033415238	0.00152770980839132	BCAR1	clu_24789_-	gencode	0.8504	0.9325	0.9325	ENST00000538440	BCAR1-207	sig_white
in_trifid	chr2:62706052:62706897:+	white	-0.139574425272068	1.6755015930419e-36	EHBP1	clu_31283_+	gencode	0.90445	0.95785	0.95785	ENST00000263991,ENST00000431489	EHBP1-201,EHBP1-209	sig_white
in_trifid	chr19:37691618:37692152:-	white	-0.139029706590955	2.31472580648404e-11	ZNF781,ZFP30	clu_7665_-	gencode	0.1976	0.391733333333333	0.5112	ENST00000358582,ENST00000590008,ENST00000587199	ZNF781-201,ZNF781-203,ZFP30-205	sig_white
in_trifid	chr4:76256523:76263704:+	beige	0.138746236004708	3.26802602125809e-15	FAM47E-STBD1,FAM47E	clu_39783_+	gencode	0.216533333333333	0.4331	0.4393	ENST00000424749,ENST00000515604,ENST00000606246	FAM47E-201,FAM47E-STBD1-204,FAM47E-208	sig_beige
in_trifid	chr4:15541014:15550824:+	white	-0.138183826322789	0.00154802654859796	CC2D2A	clu_39572_+	gencode	0.36785	0.444466666666667	0.3114	ENST00000503292,ENST00000424120,ENST00000506643,ENST00000389652,ENST00000634028,ENST00000650860	CC2D2A-204,CC2D2A-202,CC2D2A-206,CC2D2A-201,CC2D2A-217,CC2D2A-218	sig_white
in_trifid	chr19:15244762:15254152:-	white	-0.138111177827773	5.5609235876065e-05	BRD4	clu_7440_-	gencode	0.8162	1	1	ENST00000263377	BRD4-201	sig_white
in_trifid	chr19:15249290:15254152:-	beige	0.138111177827773	5.5609235876065e-05	BRD4	clu_7440_-	gencode	0.2489	0.305	0.305	ENST00000371835	BRD4-203	sig_beige
in_trifid	chr8:101719648:101915809:-	white	-0.137850884961864	1.91678259823064e-61	NCALD	clu_8894_-	gencode	0.2452875	0.2463125	4e-04	ENST00000521599,ENST00000395923,ENST00000518727,ENST00000517531,ENST00000518166,ENST00000520425,ENST00000520690,ENST00000522206	NCALD-217,NCALD-203,NCALD-209,NCALD-204,NCALD-207,NCALD-214,NCALD-215,NCALD-221	sig_white
in_trifid	chr10:46016694:46030526:-	white	-0.137820044535971	2.49722736379089e-45	NCOA4	clu_37630_-	gencode	0.3069	0.6139	0.6139	ENST00000581486	NCOA4-204	sig_white
in_trifid	chr6:75908627:75911672:+	beige	0.13754922486616	4.46379034989586e-18	MYO6	clu_23614_+	gencode	0.73394	0.77696	0.8233	ENST00000615563,ENST00000369985,ENST00000369977,ENST00000664640,ENST00000369981	MYO6-207,MYO6-204,MYO6-202,MYO6-216,MYO6-203	sig_beige
in_trifid	chr3:136928227:136945583:+	beige	0.137477516510603	0.000244886260047394	NCK1	clu_18910_+	gencode	0.330983333333333	0.331616666666667	0	ENST00000288986,ENST00000481752,ENST00000485096,ENST00000488930,ENST00000491539,ENST00000496489	NCK1-201,NCK1-207,NCK1-209,NCK1-210,NCK1-211,NCK1-212	sig_beige
in_trifid	chr3:136930594:136945583:+	white	-0.137477516510603	0.000244886260047394	NCK1	clu_18910_+	gencode	0.29065	0.2912	0.2912	ENST00000469404,ENST00000467911	NCK1-204,NCK1-203	sig_white
in_trifid	chr1:161226136:161226355:+	white	-0.137398809794272	0.0412242543486592	TOMM40L	clu_14511_+	gencode	0.49885	0.53065	0.53065	ENST00000367988,ENST00000545897	TOMM40L-202,TOMM40L-209	sig_white
in_trifid	chr2:97086198:97090109:-	white	-0.137117945741933	7.4156440494974e-05	FAHD2B	clu_12209_-	gencode	0.8973	0.9864	0.9864	ENST00000272610,ENST00000414820	FAHD2B-201,FAHD2B-202	sig_white
in_trifid	chr15:32453822:32461655:-	white	-0.136702879253511	0.00543095051534118	GOLGA8O	clu_2234_-	refseq	0.0101	0.0203	0.0203	XM_024450042	NA	sig_white
in_trifid	chrX:19645475:19670862:-	white	-0.136678830748474	1.23569886982429e-15	SH3KBP1	clu_85_-	gencode	0.433	0.4527	0.4527	ENST00000379716	SH3KBP1-203	sig_white
in_trifid	chr3:51943046:51943349:+	white	-0.136549593615729	4.6591081896772e-20	PARP3	clu_18550_+	gencode	0.6672	0.9049	0.9049	ENST00000417220	PARP3-202	sig_white
in_trifid	chr17:17724159:17792933:+	white	-0.136298506920843	0.0100101217140638	RAI1	clu_34427_+	gencode	0.3454	0.5	0.5	ENST00000353383,ENST00000471135	RAI1-201,RAI1-203	sig_white
in_trifid	chr11:65381969:65382486:-	beige	0.136067188312682	1.64159576620943e-14	SLC25A45	clu_1647_-	gencode	0.149766666666667	0.161466666666667	2e-04	ENST00000398802,ENST00000530936,ENST00000533629,ENST00000524438,ENST00000526898,ENST00000529962	SLC25A45-202,SLC25A45-211,SLC25A45-213,SLC25A45-203,SLC25A45-207,SLC25A45-210	sig_beige
in_trifid	chr11:36376704:36393846:+	white	-0.135800303934598	1.43239427363627e-14	PRR5L	clu_38490_+	gencode	0.0216	0.0269	0.0269	ENST00000526682,ENST00000524380	PRR5L-206,PRR5L-203	sig_white
in_trifid	chr14:23143204:23154259:-	white	-0.135665935549546	5.47046731627239e-12	SLC7A8	clu_16295_-	gencode	0.233433333333333	0.2487	0.2861	ENST00000453702,ENST00000422941,ENST00000528860	SLC7A8-205,SLC7A8-204,SLC7A8-211	sig_white
in_trifid	chr11:35211449:35214852:+	beige	0.135535775416067	2.12231776361399e-69	CD44	clu_38484_+	gencode	0.3118	0.461516666666667	0.4826	ENST00000428726,ENST00000415148,ENST00000433892,ENST00000434472,ENST00000526000,ENST00000639002	CD44-208,CD44-206,CD44-209,CD44-210,CD44-221,CD44-239	sig_beige
in_trifid	chr17:1495879:1496060:-	white	-0.13539982664579	1.3535498067596e-18	INPP5K	clu_19289_-	gencode	0.195125	0.29655	0.0931	ENST00000421807,ENST00000320345,ENST00000406424,ENST00000350761	INPP5K-204,INPP5K-201,INPP5K-203,INPP5K-202	sig_white
in_trifid	chr11:107815965:107858658:-	beige	0.135240991425121	0.0214621879228306	SLC35F2	clu_1992_-	gencode	0.294166666666667	0.3417	0.0216	ENST00000525815,ENST00000525071,ENST00000532513	SLC35F2-204,SLC35F2-203,SLC35F2-205	sig_beige
in_trifid	chr15:99251541:99255898:+	white	-0.135126569176465	2.72086095368522e-14	LRRC28	clu_30897_+	gencode	0.1583125	0.1583125	0	ENST00000301981,ENST00000447360,ENST00000558172,ENST00000558471,ENST00000558879,ENST00000559433,ENST00000561253,ENST00000561276	LRRC28-201,LRRC28-203,LRRC28-204,LRRC28-206,LRRC28-210,LRRC28-214,LRRC28-220,LRRC28-221	sig_white
in_trifid	chr19:12995864:13025021:+	beige	0.134897727095666	2.47570975222436e-09	NFIX	clu_26413_+	gencode	0.6928	0.93695	0.93695	ENST00000592199,ENST00000397661	NFIX-214,NFIX-203	sig_beige
in_trifid	chr19:56462429:56477272:-	white	-0.134844204456419	0.0410384392880367	ZNF667	clu_8082_-	gencode	0.4617	0.5004	0.5004	ENST00000292069,ENST00000592189	ZNF667-201,ZNF667-207	sig_white
in_trifid	chr1:246355094:246507054:-	beige	0.134503737876702	7.86919976685699e-06	SMYD3	clu_29334_-	gencode	0.49275	0.50125	0.50125	ENST00000490107,ENST00000403792	SMYD3-214,SMYD3-204	sig_beige
in_trifid	chr19:13024034:13025021:+	white	-0.134194999883591	2.47570975222436e-09	NFIX	clu_26413_+	gencode	0.41505	0.5613	0.5613	ENST00000585575,ENST00000587760	NFIX-205,NFIX-209	sig_white
in_trifid	chr2:64988620:65001448:+	beige	0.134177717993356	0.000181327775988487	SLC1A4	clu_31302_+	gencode	0.0354	0.038	0.038	ENST00000531327	SLC1A4-205	sig_beige
in_trifid	chr22:27990007:27992587:-	white	-0.134053935602753	0.0029379122322416	TTC28	clu_727_-	gencode	0.0029	0.0033	0.0033	ENST00000431039	TTC28-202	sig_white
in_trifid	chr2:148483436:148485742:+	beige	0.13383833773419	0.00357787490589776	MBD5	clu_31792_+	gencode	0.09578	0.19164	0.2361	ENST00000642680,ENST00000638043,ENST00000407073,ENST00000629878,ENST00000628572	MBD5-234,MBD5-231,MBD5-202,MBD5-214,MBD5-213	sig_beige
in_trifid	chr2:148484135:148485742:+	white	-0.13383833773419	0.00357787490589776	MBD5	clu_31792_+	gencode	0.0094	0.0189	0.0189	ENST00000416015	MBD5-203	sig_white
in_trifid	chr13:41254620:41260493:-	beige	0.13364464636082	3.09029387893078e-07	MTRF1	clu_17869_-	gencode	0.4713	0.48975	0.4795	ENST00000379480,ENST00000379477,ENST00000452359,ENST00000480434	MTRF1-203,MTRF1-202,MTRF1-205,MTRF1-207	sig_beige
in_trifid	chr11:75490320:75525210:-	white	-0.133625815854967	0.00055430651194838	GDPD5	clu_1824_-	gencode	0.48705	0.5004	0.5004	ENST00000336898,ENST00000532435	GDPD5-201,GDPD5-213	sig_white
in_trifid	chr2:27929908:27987993:+	beige	0.133460806786669	7.58334286974667e-11	BABAM2,MRPL33	clu_31057_+	gencode	0.315266666666667	0.381588888888889	0.3989	ENST00000342045,ENST00000379624,ENST00000344773,ENST00000361704,ENST00000379632,ENST00000448427,ENST00000379629,ENST00000436924,ENST00000604932	BABAM2-201,BABAM2-204,BABAM2-202,BABAM2-203,BABAM2-206,MRPL33-203,BABAM2-205,BABAM2-207,BABAM2-211	sig_beige
in_trifid	chr6:75911698:75914063:+	beige	0.132865026280757	4.46379034989586e-18	MYO6	clu_23614_+	gencode	0.73394	0.77696	0.8233	ENST00000615563,ENST00000369985,ENST00000369977,ENST00000664640,ENST00000369981	MYO6-207,MYO6-204,MYO6-202,MYO6-216,MYO6-203	sig_beige
in_trifid	chr19:55103568:55112467:-	beige	0.132797104293114	0.00147127583679255	PPP1R12C	clu_8048_-	gencode	0.296066666666667	0.388633333333333	0.1446	ENST00000263433,ENST00000592993,ENST00000435544	PPP1R12C-201,PPP1R12C-209,PPP1R12C-202	sig_beige
in_trifid	chrX:155299145:155334371:-	white	-0.132626710561953	1.99849122113699e-11	CLIC2	clu_565_-	gencode	0.49405	0.5001	0.5001	ENST00000369449,ENST00000321926	CLIC2-202,CLIC2-201	sig_white
in_trifid	chr19:2037829:2040134:-	white	-0.132569648060475	0.00193537771503147	MKNK2	clu_7040_-	gencode	0.2562	0.2719	0.2719	ENST00000309340,ENST00000591142	MKNK2-202,MKNK2-211	sig_white
in_trifid	chrX:109537270:109538045:+	white	-0.132527298103055	3.95515970125376e-06	NXT2	clu_15502_+	gencode	0.1247	0.1536	0.1536	ENST00000372103	NXT2-202	sig_white
in_trifid	chr2:53768021:53771907:+	white	-0.132229186316556	0.00010030990108371	CHAC2	clu_31226_+	gencode	0.9867	1	1	ENST00000295304	CHAC2-201	sig_white
in_trifid	chr17:15260761:15262429:-	white	-0.132017562164165	2.49902889658141e-30	PMP22	clu_19554_-	gencode	0.0475	0.069475	0.03175	ENST00000395938,ENST00000395936,ENST00000426385,ENST00000643451	PMP22-203,PMP22-202,PMP22-204,PMP22-210	sig_white
in_trifid	chr6:35018059:35054099:+	white	-0.131760855658049	2.29957217548264e-07	ANKS1A	clu_23325_+	gencode	0.46765	0.9056	0.9056	ENST00000360359,ENST00000649117	ANKS1A-201,ANKS1A-203	sig_white
in_trifid	chr17:47181637:47189146:-	white	-0.13172064326087	0.00134608248969182	CDC27	clu_20067_-	gencode	0.4007	0.406942857142857	0.0016	ENST00000066544,ENST00000527547,ENST00000531206,ENST00000526866,ENST00000532893,ENST00000533415,ENST00000575483	CDC27-201,CDC27-204,CDC27-207,CDC27-203,CDC27-209,CDC27-210,CDC27-217	sig_white
in_trifid	chr4:159241368:159304342:+	white	-0.131528915415431	8.87794137074662e-10	RAPGEF2	clu_40123_+	gencode	0.2587	0.38305	0.38305	ENST00000644474,ENST00000644902	RAPGEF2-214,RAPGEF2-215	sig_white
in_trifid	chr1:14924572:14960684:+	beige	0.131424810830046	5.43454828203211e-13	KAZN	clu_13193_+	gencode	0.387	0.774	0.774	ENST00000361144	KAZN-201	sig_beige
in_trifid	chr15:40441268:40458451:+	white	-0.131211528637225	0.00911726911658838	BAHD1	clu_30321_+	gencode	0.8535	1	1	ENST00000416165	BAHD1-201	sig_white
in_trifid	chr15:40439965:40458451:+	beige	0.131211528637225	0.00911726911658838	BAHD1	clu_30321_+	gencode	0.8396	0.9838	0.9838	ENST00000561234	BAHD1-203	sig_beige
in_trifid	chr1:23799436:23800712:-	white	-0.130309144033514	1.98633703037682e-07	GALE	clu_27686_-	gencode	0.49845	0.50045	0.50045	ENST00000617979,ENST00000418277	GALE-216,GALE-202	sig_white
in_trifid	chr10:110208082:110228189:+	white	-0.130166376115784	8.83229792058822e-09	MXI1	clu_30026_+	gencode	0.39345	0.4279	0.4279	ENST00000332674,ENST00000453116	MXI1-202,MXI1-207	sig_white
in_trifid	chr17:28725563:28726756:-	beige	0.129764036588393	0.00250035418088457	TLCD1	clu_19704_-	gencode	0.1048	0.114	0.114	ENST00000394933	TLCD1-202	sig_beige
in_trifid	chrX:109537021:109538045:+	beige	0.129721089608393	3.95515970125376e-06	NXT2	clu_15502_+	gencode	0.482966666666667	0.595033333333333	0.7033	ENST00000372106,ENST00000218004,ENST00000372107	NXT2-203,NXT2-201,NXT2-204	sig_beige
in_trifid	chr13:44436095:44573163:-	white	-0.129526712449086	3.86512090397483e-27	TSC22D1	clu_17891_-	gencode	0.721	0.9052	0.9052	ENST00000458659	TSC22D1-203	sig_white
in_trifid	chr12:26195951:26224293:+	white	-0.129500006897916	0.0194515697171028	SSPN	clu_10638_+	gencode	0.32245	0.50455	0.50455	ENST00000242729,ENST00000535504	SSPN-201,SSPN-204	sig_white
in_trifid	chr16:67252844:67255021:+	white	-0.129349246389474	6.24534433815241e-13	SLC9A5	clu_5308_+	gencode	0.3821	0.50225	0.50225	ENST00000299798,ENST00000566626	SLC9A5-201,SLC9A5-207	sig_white
in_trifid	chr1:23799436:23800387:-	beige	0.129328849947398	1.98633703037682e-07	GALE	clu_27686_-	gencode	0.996	1	1	ENST00000374497	GALE-201	sig_beige
in_trifid	chr1:201889067:201889445:+	white	-0.129317518860815	0.000329724608270765	SHISA4	clu_14776_+	gencode	0.7127	1	1	ENST00000362011	SHISA4-201	sig_white
in_trifid	chr11:36451335:36462342:+	beige	0.129273597558545	0.0373169595235932	PRR5L	clu_38492_+	gencode	0.79125	0.9871	0.9871	ENST00000378867,ENST00000530639	PRR5L-201,PRR5L-216	sig_beige
in_trifid	chr19:2046691:2050801:-	white	-0.12880328964113	0.00330072673773147	MKNK2	clu_7044_-	gencode	0.29092	0.30876	0	ENST00000250896,ENST00000309340,ENST00000586828,ENST00000589509,ENST00000589534	MKNK2-201,MKNK2-202,MKNK2-205,MKNK2-209,MKNK2-210	sig_white
in_trifid	chr11:75490320:75506653:-	beige	0.128312340406369	0.00055430651194838	GDPD5	clu_1824_-	refseq	0.74245	0.7613	0.7613	XM_011545277,XM_047427646,XM_047427648,XM_047427649	NA,NA,NA,NA	sig_beige
in_trifid	chr9:113591397:113594430:+	beige	0.128185090417802	4.30757467088315e-11	RGS3	clu_17337_+	gencode	0.148771428571429	0.297528571428571	0.1619	ENST00000374140,ENST00000350696,ENST00000343817,ENST00000374134,ENST00000462143,ENST00000394646,ENST00000467805	RGS3-207,RGS3-204,RGS3-203,RGS3-205,RGS3-210,RGS3-208,RGS3-216	sig_beige
in_trifid	chr9:113594338:113594430:+	white	-0.128185090417802	4.30757467088315e-11	RGS3	clu_17337_+	gencode	0.135633333333333	0.271266666666667	0.1846	ENST00000620489,ENST00000462403,ENST00000613049	RGS3-232,RGS3-211,RGS3-231	sig_white
in_trifid	chr4:82829058:82844386:-	white	-0.127965497929792	1.30132563953526e-25	SEC31A	clu_36665_-	gencode	0.45954	0.53034	0.4958	ENST00000311785,ENST00000509142,ENST00000513858,ENST00000500777,ENST00000511338	SEC31A-202,SEC31A-228,SEC31A-237,SEC31A-209,SEC31A-232	sig_white
in_trifid	chr19:29708423:29714907:-	white	-0.127495961278571	1.95275297866423e-60	C19orf12	clu_7568_-	gencode	0.3226	0.4473	0.4473	ENST00000392278	C19orf12-205	sig_white
in_trifid	chr16:69329179:69329997:-	beige	0.127405291277311	0.000676841398084797	PDF	clu_24671_-	gencode	0.7076	1	1	ENST00000288022	PDF-201	sig_beige
in_trifid	chr4:128011700:128017363:+	beige	0.127248271047884	0.000370460125954126	ABHD18	clu_40017_+	gencode	0.22402	0.24036	0.0596	ENST00000645843,ENST00000398965,ENST00000444616,ENST00000388795,ENST00000611882	ABHD18-207,ABHD18-202,ABHD18-203,ABHD18-201,ABHD18-206	sig_beige
in_trifid	chr22:41387668:41394096:+	white	-0.12680256013997	2.85440151746326e-07	TEF	clu_16094_+	gencode	0.446833333333333	0.4496	0.3488	ENST00000266304,ENST00000406644,ENST00000413942	TEF-201,TEF-202,TEF-203	sig_white
in_trifid	chr9:127803062:127804285:+	beige	0.126730351549724	7.39506392201226e-07	FPGS	clu_17460_+	gencode	0.227975	0.37405	0.2011	ENST00000373247,ENST00000393706,ENST00000373228,ENST00000630236	FPGS-203,FPGS-204,FPGS-202,FPGS-221	sig_beige
in_trifid	chr3:187734907:187745410:-	white	-0.126361650242629	1.08151569021131e-13	BCL6	clu_4454_-	gencode	0.5404	0.55295	0.55295	ENST00000406870,ENST00000621333	BCL6-202,BCL6-211	sig_white
in_trifid	chr3:157470529:157487375:-	white	-0.126359165894964	1.98084823854415e-17	VEPH1	clu_4327_-	refseq	0.2982	0.3013	0.3013	XM_047448925	NA	sig_white
in_trifid	chr16:31064481:31064800:-	white	-0.126015729727668	2.01057812724349e-08	ZNF668	clu_24479_-	gencode	0.4306	0.4685	0.4685	ENST00000535577,ENST00000442862	ZNF668-207,ZNF668-206	sig_white
in_trifid	chr2:144235737:144332439:-	white	-0.125936214932689	2.92846618167269e-21	GTDC1	clu_12446_-	gencode	0.179333333333333	0.293133333333333	0.1219	ENST00000542155,ENST00000463875,ENST00000429978	GTDC1-219,GTDC1-212,GTDC1-210	sig_white
in_trifid	chr19:18939049:18941193:-	beige	0.125290360827448	6.77786275217701e-06	HOMER3	clu_7509_-	gencode	0.0269	0.0274	0.0274	ENST00000596482	HOMER3-209	sig_beige
in_trifid	chr1:6614105:6616757:+	white	-0.125218700889722	0.010820094361199	PHF13	clu_13073_+	gencode	0.9766	1	1	ENST00000377648	PHF13-201	sig_white
in_trifid	chr1:248913879:248916602:+	white	-0.125200713090639	5.10772985430165e-06	PGBD2	clu_15093_+	gencode	0.6273	1	1	ENST00000329291	PGBD2-201	sig_white
in_trifid	chr12:26195531:26224293:+	beige	0.125047492387874	0.0194515697171028	SSPN	clu_10638_+	gencode	0.3523	0.5512	0.5512	ENST00000422622	SSPN-202	sig_beige
in_trifid	chr19:2046468:2046604:-	beige	0.124961909097971	0.00330072673773147	MKNK2	clu_7044_-	gencode	0.484866666666667	0.5146	0.5438	ENST00000250896,ENST00000309340,ENST00000586828	MKNK2-201,MKNK2-202,MKNK2-205	sig_beige
in_trifid	chr6:18263996:18264098:-	white	-0.12477887853226	0.00240763252032544	DEK	clu_32587_-	gencode	0.9376	1	1	ENST00000652576	DEK-211	sig_white
in_trifid	chr6:18263996:18264385:-	beige	0.12477887853226	0.00240763252032544	DEK	clu_32587_-	gencode	0.206242857142857	0.219971428571429	0.0436	ENST00000652689,ENST00000507591,ENST00000244776,ENST00000505224,ENST00000515742,ENST00000515770,ENST00000651624	DEK-212,DEK-204,DEK-201,DEK-203,DEK-206,DEK-207,DEK-208	sig_beige
in_trifid	chr19:47713538:47716558:+	beige	0.124485790740565	0.0459765543804013	EHD2	clu_27013_+	gencode	0.9879	1	1	ENST00000263277	EHD2-201	sig_beige
in_trifid	chr17:8162369:8162878:-	beige	0.124375620515351	2.36088203961474e-07	VAMP2,AC129492.3	clu_19505_-	gencode	0.441333333333333	0.502433333333333	0.3015	ENST00000316509,ENST00000481878,ENST00000498285	VAMP2-201,VAMP2-203,AC129492.3-201	sig_beige
in_trifid	chr8:9141668:9151347:-	beige	0.124374492051477	0.000249951701159079	PPP1R3B	clu_8508_-	gencode	0.6958	0.9578	0.9578	ENST00000519699	PPP1R3B-202	sig_beige
in_trifid	chr5:142614161:142697622:-	beige	0.124354012057393	1.03082643578683e-45	FGF1	clu_6192_-	gencode	0.629333333333333	0.633333333333333	0.9263	ENST00000621536,ENST00000441680,ENST00000407758	FGF1-216,FGF1-209,FGF1-206	sig_beige
in_trifid	chr11:63764598:63764868:-	beige	0.124324670848416	0.00785687320119057	C11orf95	clu_1587_-	gencode	0.18085	0.36165	0.36165	ENST00000433688,ENST00000445014	C11orf95-202,C11orf95-203	sig_beige
in_trifid	chr10:24466790:24473228:+	white	-0.124320001704542	0.000490190276944195	KIAA1217	clu_29483_+	gencode	0.149066666666667	0.298133333333333	0.2591	ENST00000396446,ENST00000376451,ENST00000396445	KIAA1217-208,KIAA1217-202,KIAA1217-207	sig_white
in_trifid	chr1:230912758:230916193:-	white	-0.124258649428419	0.00996851254780308	TTC13	clu_29244_-	gencode	0.7686	0.94455	0.94455	ENST00000366661,ENST00000366662	TTC13-201,TTC13-202	sig_white
in_trifid	chr5:79983794:79986950:-	white	-0.124044373399349	1.00048914002077e-07	MTX3	clu_5892_-	gencode	0.6781	0.712	0.712	ENST00000509852	MTX3-201	sig_white
in_trifid	chr16:87315823:87317087:-	beige	0.123950365574276	1.34020469395854e-09	C16orf95	clu_24858_-	gencode	0.045	0.0899	0.0899	ENST00000618367	C16orf95-206	sig_beige
in_trifid	chr2:102737013:102762587:+	white	-0.12363886340957	1.15895993429085e-10	TMEM182	clu_31585_+	gencode	0.0383333333333333	0.0410333333333333	0.0214	ENST00000409528,ENST00000488134,ENST00000639249	TMEM182-202,TMEM182-209,TMEM182-210	sig_white
in_trifid	chr4:38049898:38054199:+	white	-0.123189981031314	1.26842894080713e-13	TBC1D1	clu_39642_+	gencode	0.193575	0.251	0.002	ENST00000261439,ENST00000446803,ENST00000421339,ENST00000513936	TBC1D1-201,TBC1D1-209,TBC1D1-207,TBC1D1-218	sig_white
in_trifid	chr10:29524715:29529705:-	white	-0.122484924221136	8.24537196255116e-20	SVIL	clu_37534_-	gencode	0.5667	0.73205	0.73205	ENST00000375400,ENST00000375398	SVIL-203,SVIL-202	sig_white
in_trifid	chr19:49809258:49809378:-	beige	0.122453779563931	0.029145979525478	FUZ	clu_7937_-	gencode	0.229233333333333	0.263283333333333	0.07295	ENST00000313777,ENST00000533418,ENST00000528094,ENST00000377092,ENST00000525130,ENST00000525370	FUZ-201,FUZ-216,FUZ-212,FUZ-202,FUZ-203,FUZ-204	sig_beige
in_trifid	chr19:49809575:49811363:-	white	-0.122453779563931	0.029145979525478	FUZ	clu_7937_-	gencode	0.196957142857143	0.226214285714286	0.0101	ENST00000313777,ENST00000533418,ENST00000528094,ENST00000377092,ENST00000525130,ENST00000525370,ENST00000528043	FUZ-201,FUZ-216,FUZ-212,FUZ-202,FUZ-203,FUZ-204,FUZ-211	sig_white
in_trifid	chr12:121244615:121245140:-	white	-0.122441127290887	7.33355319995899e-17	CAMKK2	clu_25917_-	gencode	0.590811111111111	0.617144444444444	0.5356	ENST00000324774,ENST00000402834,ENST00000404169,ENST00000652382,ENST00000347034,ENST00000392473,ENST00000392474,ENST00000446440,ENST00000545538	CAMKK2-201,CAMKK2-206,CAMKK2-207,CAMKK2-217,CAMKK2-203,CAMKK2-204,CAMKK2-205,CAMKK2-209,CAMKK2-216	sig_white
in_trifid	chr3:140963227:140970927:+	beige	0.122432364616631	3.36556704655756e-09	SLC25A36	clu_18937_+	gencode	0.48215	0.48225	0.4645	ENST00000324194,ENST00000446041,ENST00000453248,ENST00000513887	SLC25A36-201,SLC25A36-203,SLC25A36-204,SLC25A36-212	sig_beige
in_trifid	chr19:57910114:57912060:-	white	-0.122379232986448	0.0010608994507431	ZNF417	clu_8097_-	gencode	0.190283333333333	0.319283333333333	6e-04	ENST00000595559,ENST00000312026,ENST00000597515,ENST00000598526,ENST00000598629,ENST00000599251	ZNF417-203,ZNF417-201,ZNF417-204,ZNF417-205,ZNF417-206,ZNF417-207	sig_white
in_trifid	chr10:119811955:119820846:+	beige	0.122313162895081	5.03818062067916e-05	INPP5F	clu_30075_+	gencode	0.109692307692308	0.118253846153846	0.0026	ENST00000650623,ENST00000647699,ENST00000649454,ENST00000648262,ENST00000649251,ENST00000649957,ENST00000649297,ENST00000649742,ENST00000647933,ENST00000648515,ENST00000648621,ENST00000648661,ENST00000650305	INPP5F-221,INPP5F-207,INPP5F-216,INPP5F-210,INPP5F-214,INPP5F-218,INPP5F-215,INPP5F-217,INPP5F-208,INPP5F-211,INPP5F-212,INPP5F-213,INPP5F-219	sig_beige
in_trifid	chr15:85585823:85639374:+	beige	0.121971899991328	5.27062262685899e-05	AKAP13	clu_30783_+	gencode	0.262725	0.4173	0.3346	ENST00000394518,ENST00000361243,ENST00000559362,ENST00000560340	AKAP13-203,AKAP13-201,AKAP13-211,AKAP13-218	sig_beige
in_trifid	chr2:62979335:62990716:+	beige	0.121968341419708	2.06882297003279e-21	EHBP1	clu_31289_+	gencode	0.82795	0.8768	0.8768	ENST00000431489,ENST00000405015	EHBP1-209,EHBP1-202	sig_beige
